,Record ID,Company name,Index,Website URL,State/Region,City,Country/Region,Industry,Description,Phone Number,inv_inds
444,9059960210,Nautilus Venture Partners,116496007,nautilusvp.com,California,Palo Alto,United States,Venture Capital,"Nautilus Venture Partners is a venture capital firm investing in companies with unique technology, strong team, and market potential.",,;Marketing;Web Services;Enterprise Software;Health;DeepTech;IoT;Manufacturing;Automotive;Information Technology;Hardware;Government and Military;Cybersecurity;Software Development;Extended Reality
445,9059204174,Merian Ventures,79717650,merianventures.com,California,San Francisco,United States,,"Merian Ventures invests in women founded and co-founded innovation in   cyber, blockchain, artificial intelligence (AI), machine learning (ML), and   consumer-facing companies.",,;Transportation;Human Resources;FinTech;Multimedia and Graphics Software;Software;Information Technology;Software Development;Web Services
446,9059194409,QB1 Ventures,116943937,qb1ventures.com,New York,New York,United States,,​QB1 Ventures is the venture arm of New York based investment firm Talpion Fund Management. We focus on US and Israeli companies and try to identify the best,,;Arts and Entertainment;Multimedia and Graphics Software;DeepTech;Social Media
447,9060175966,Scale-Up Venture Capital,47006231,scale-up.vc,California,Palo Alto,United States,Venture Capital,Scale-Up VC is a venture capital firm that makes investments in late and growth stage technology companies.,,
448,9060144791,Monta Vista Capital,78850448,montavc.com,California,Mountain View,United States,,Monta Vista Capital is the only institutional investor that truly lives by the concept of putting the entrepreneur first. We focus on early stage B2B companies.,,;Clothing and Apparel;Productivity Tools;Web Services;Supply Chain;IoT;Construction;Information Technology;Automotive;Enterprise Software;Marketing;Health;Raw Materials;Software;Social Media;E-Commerce;Hardware;Cybersecurity;Product Management;DeepTech;Database Management;Sales;Manufacturing
449,9060144718,Safer Made,78859675,safermade.net,Connecticut,North Branford,United States,,Safer Made invests in companies and technologies that eliminate the use of hazardous chemicals in consumer products and supply chains.,,
450,9060102749,Supply Chain Ventures,59485625,supplychainventure.com,Massachusetts,Boston,United States,Venture Capital,Supply Chain Ventures is an angel and early-stage venture capital partnership.,207 286-6464,;Delivery Services;Marketing;Transportation;Physical Storage;Biotechnology;IoT;Supply Chain;Consumer Durables;Social Media;Pharmaceuticals;Software;AgTech;Information Technology;E-Commerce;Enterprise Software
451,9060092829,Silicon Valley Growth Syndicate,52676069,siliconvalleygrowth.com,California,Menlo Park,United States,Venture Capital,SVGS fill a gap in the private equity market between the seed capital/incubator stage and an institutional venture round., +1 650-542-7725,;Human Resources;Education;Software;Information Technology;Recreation and Leisure;Enterprise Software
452,9060056650,The Valley Fund,75000224,thevalleyfund.com,California,Menlo Park,United States,Venture Capital,"Early stage venture capital for enterprise infrastructure, security, AI, deep technologies",,;HealthTech;DeepTech;Health
453,9060056647,H.I.G. BioHealth Partners,78851021,higbio.com,Florida,Miami,United States,Venture Capital & Private Equity,H.I.G. BioVentures invests in a broad range of life science companies across multiple sectors and stages of development. Their seasoned,,;Pharmaceuticals;Biotechnology
454,9059996467,Proteus Regenerative Medicine,78846744,proteusvp.com,California,Portola Valley,United States,,"Proteus maintains proprietary databases reflecting the major commercial, academic, and intellectual property developments in the field of regenerative medicine. Our RM Company Database includes over 700 companies that are active in the field, from emerging companies to Big Pharma/Bio. We track the activities of these RM Companies against over 25 key metrics. Our RM Research Database tracks research projects at the major academic centers and research institutions in the field of regenerative medicine. Our RM Intellectual Property Database tracks the major patent portfolios in the field of regenerative medicine. Proteus provides access to our databases, as well as Reports reflecting our research and analysis of the activities in the field of regenerative medicine, to our clients for a fee. Please contact us for further information about our databases.",6505291932,
455,9059996422,The House,73858239,thehouse.build,California,Berkeley,United States,,"The House is a startup institute built for Berkeley, and home to Berkeley’s founders. We help build foundations for great businesses with a support platform providing founders at all stages with what they need, when they need it.",,
456,9059185185,Level Ventures,78856599,levelvc.com,Florida,New York,United States,Financial Services,Level Ventures is a next-generation technology investment firm built on software and data science. We invest in venture capital managers and entrepreneurs operating at the intersection of science and technology.,16463008354,
457,9059185079,Dorado Peak Capital,46248243,doradopeak.com,California,Orange County,United States,,"Dorado Peak Capital is a single family office that pursues positive change through innovation and investment in Oil,Gas, Minerals, Real Estate & Private Equity.",,
458,9060209266,Monstro Ventures,14871142,monstro.vc,California,San Francisco,United States,,"At Monstro Ventures, we seek to invest in technology companies that we're proud of. Despite its simplicity, this statement gets to the core of our investing philosophy. We want to foster inventive products, services or processes that positively impact the world. Whether it is having more fun playing with your friends - or saving lives through technological prowess, we want them all to have a positive impact, be forward thinking, make money, and ultimately... wait for it... ultimately make the world a better place. Not only do we seek companies that we believe exhibit these qualities, we seek founders who are stubborn in the belief of their success - who are smart, calculated and driven enough to make it almost inevitable. We invest when we're just as inspired and passionate about these companies as their founders are and feel honored by their choosing us as well. This is where the Monstro Ventures value proposition comes full circle and where we bring more than money to the table. Before Monstro Ventures came to be, we were Monstro the ad agency specializing in video storytelling. Our goal for a significant percentage of our investments is to use the agency to craft an engaging story promoting and marketing your product to share that same passion and inspiration to its potential users, customers, partners, and future employees to as broad a swath of its target as possible.", +1 415-320-7391,
459,9060183434,Kohli Ventures,2160511,kohliventures.com,England,London,United Kingdom,Financial Services,Kohli Ventures is the investment vehicle of technologist Tej Kohli WELCOME TO KOHLI VENTURES We focus on control-orientated equity investments in exponential growth opportunities that are derived from the chain reaction of rapid technological progressi...,,
460,9060165183,Kiddar Capital,2166056,kiddar.com,Virginia,Falls Church,United States,Venture Capital & Private Equity,"Kiddar Capital, founded by construction and real estate industry veteran Todd Hitt, is a private equity firm that originates, structures, and manages strategic equity investments across a variety of business disciplines.  Core investments include all r...",703-532-0198,;Construction;Enterprise Software
461,9060154400,New York Venture Partners,1815894,nyvp.com,New York,New York,United States,,,,;Marketing;Travel and Tourism;Arts and Entertainment;Health;Product Management;Education;Pet Care;DeepTech;Consulting;Software;Sales;Design;Information Technology;Cybersecurity;Software Development;Outsourcing
462,9060144748,Clavis Capital Partners,1797937,claviscp.com,Texas,Dallas,United States,,"Clavis Capital Partners is a unique, Dallas based Private Equity firm that makes control investments in strategically viable but capitally constrained industrial oriented companies striving to reach their full potential. Our team of professionals are operators, not financial engineers. We are experienced and passionate about building sustainable, competitive and successful businesses. We focus on investments in under-resourced, lower middle-market businesses with enterprise values from $10 million to $200 million. Each of our principals and advisors have significant, direct experience in successfully running and managing businesses across a range of industrial and service sectors. Since 1994, our principals have completed over 20 transactions representing over $1 billion of equity deployed.",(214) 812-9199,;Marketing;Industrial Engineering and Automation
463,9060144730,"Nth Power Technologies, Inc.",2178013,nthpower.com,California,San Francisco,United States,Venture Capital & Private Equity,Venture capital firm,4159839983,
464,9060144675,Sauzalito Ventures,2533359,sausalitoventures.com,California,Sausalito,United States,International Trade and Development,We empower #startups #entrepreneurs & #nonprofit to succeed in new markets. Focus on #global #scaling #education #strategy #LatAm #investing,4153426663,
465,9060123793,The Venture Reality Fund/VRF,283573928,thevrfund.com,California,Palo Alto,United States,Venture Capital,"The Venture Reality Fund invests in early stage AI, AR & VR startups defining the future of computing",,;Streaming Platforms;Education;Location Based Services;InsurTech;Clothing and Apparel;Information Technology;Pharmaceuticals;Enterprise Software;Automotive;Health;Arts and Entertainment;Software;E-Commerce;Events;Extended Reality;Life Sciences;DeepTech;Manufacturing
466,9060082092,QuarterMoore,1797603,quartermoore.com,Georgia,Atlanta,United States,,QuarterMoore’s mission is to build and invest in companies that have the ability to transform industries and create a lasting impact.,,
467,9060076134,FUND Conference,6752191,fundconference.com,Illinois,Chicago,United States,Venture Capital & Private Equity,What: Thought leadership conference bridging the gap between early stage investors and growing companies.    Who: Angel Investors · Venture Capitalists · Business Leaders · C-Level Executives · Corporate Venture Funds · University Innovators · Private ..., +1 312-224-2728,
468,9059996324,S28 Capital,2165555,s28capital.com,California,San Francisco,United States,Venture Capital,S28 Capital is an early-stage venture fund with $170M under management.  We're a team of founders and early startup employees.,,;User Support;Productivity Tools;Web Services;Biotechnology;Construction;Information Technology;Pharmaceuticals;Enterprise Software;Marketing;Human Resources;Software;Hardware;Cybersecurity;Sustainablility;DeepTech;Database Management;Telecommunications;Sales;Restaurants
469,9059979397,Educated Ventures,3940176,educatedventures.com,Illinois,Chicago,United States,Financial Services,#edtech and blockchain. Founder @Educelerate & https://t.co/LAK7Uad7LS,,
470,9059979337,Oval Partners,2183367,ovalpartners.com,California,Palo Alto,United States,,"Oval Partners is a multi-family office investment firm designed to provide liquidity, growth, capital and acquisition funding to founders of growing businesses across North America. Oval's capital base is permanent-it is committed, unencumbered and unconstrained in terms of holding period. Oval offers the capabilities and capital of a private equity fund, but the mentality, partner orientation and investment time frame of a private holding company. Oval's principals have completed more than 100 transactions involving platform investments, acquisitions, exits, and re-financings. Oval focuses on making investments in the tech-enabled services, information services, internet, software/SAAS, and industrial technology markets. New Charter embodies the essence of Oval's targeted ""buy and build"" strategy in attractive, service-oriented, niche end markets.", +1 650-443-4401,
471,9059212636,Perot Jain,18818480,perotjain.com,Texas,Dallas,United States,,"Perot Jain, L.P. is a Dallas-based venture capital firm focused on seed and early stage investments.",,;Industrial Engineering and Automation;Transportation;Employment;Location Based Services;Web Services;Supply Chain;Aerospace;IoT;Information Technology;Service Industry;Automotive;Delivery Services;Human Resources;Health;Engineering;Software;Energy;Search Software;FinTech;DeepTech;Telecommunications
472,9060193548,Golden Mean Capital,1720629,gmcpartners.com,California,San Francisco,United States,,This domain may be for sale,,
473,9060183348,StartupRunner,1719892,startuprunner.com,New York,New York,United States,,"Inspire, educate and equip companies to use the voice of their customers to accelerate profit and operational efficiencies in support of the Sustainable Development Goals.", +1 919-590-3640,
474,9060144684,Black Dog Venture Partners,1711966,blackdogventurepartners.com,Arizona,Tempe,United States,Venture Capital,"Black Dog Venture Partners provides venture capital consulting, corporate finance, business development services",,
475,9060133941,ICONYC labs,1777625,iconyclabs.com,New York,New York,United States,,"Based in NYC, ICONYC labs is a business and funding acceleration platform customized for early-stage Israeli tech startups looking to accelerate growth and cut time to market. Learn more...",646-884-3442,;Delivery Services;Industrial Engineering and Automation;Real Estate;Health;FinTech;Arts and Entertainment;Education;HealthTech;DeepTech;Biotechnology;Multimedia and Graphics Software;Software;Construction;Information Technology;Outsourcing;Restaurants;Consumer Durables
476,9060123747,Seed Equity Ventures,1702679,seedequity.com,California,San Francisco,United States,Investment Banking,Seed Equity Ventures is a registered broker dealer with the U.S. Securities and Exchange Commission and is a member of both FINRA and SIPC. Seed Equity Ventures provides investment banking services to startups and growth companies from around the world..., +1 201-207-2013,
477,9060076140,Tecton Capital Partners LLC,1795205,tectoncapital.com,England,London,United Kingdom,Venture Capital,"Tecton Capital Partners LLC designs, builds and manages specialized investment platforms on behalf of significant investors.",,
478,9060020585,Nextury Ventures,1703331,nextury.com,Vilnius County,Vilnius,Lithuania,Venture Capital & Private Equity,Venture Capital Fund / Nextury Ventures   Investing into the future, +370 5 2481869,
479,9059996469,Novus Ordo Capital,1714496,novus-ordo.co.uk,,London,United Kingdom,,"SupraFin is the smart platform to invest in cryptocurrency like a ""pro"". Create customized risk-adjusted crypto portfolios.",,
480,9059212637,Eastlink Capital,1749653,eastlinkcap.com,California,Menlo Park,United States,,Eastlink is a venture capital firm primarily focusing on early growth stage investment opportunities in technology in Silicon Valley.,650.294.4822,;Web Services;DeepTech;Software;Information Technology;Enterprise Software
481,9059204122,Flight Ventures,1770263,flight.vc,CA,San Francisco,Saint Vincent and the Grenadines,,"Domain Name Registration - register your domain name online,and get the name you want while it's still available. Internet Domain Registration & International Domain Name Registration.",,;Legal;Education;Insurance;Supply Chain;Biotechnology;Payment Card Industry (PCI);Information Technology;Pharmaceuticals;Enterprise Software;LegalTech;Delivery Services;Real Estate;Human Resources;Software;Social Media;E-Commerce;Recreation and Leisure;Search Software;Mental Health;Travel and Tourism;FinTech;Telecommunications;DeepTech;Consumer Durables
482,9060239532,Darling Ventures,1697563,darlingventures.com,California,San Francisco,United States,,Founder of SF based seed firm @DarlingVC; building a bridge for international investors to the next gen of US tech startups 🚀,3107793069,;Industrial Engineering and Automation;Employment;Education;Productivity Tools;Biotechnology;Aerospace;IoT;Construction;Information Technology;Pharmaceuticals;Marketing;Real Estate;Health;Crypto;Software;Energy;E-Commerce;Extended Reality;Sustainablility;FinTech;Telecommunications;DeepTech;Manufacturing
483,9060183468,Generator Ventures,1692394,generatorvc.com,California,San Francisco,United States,,Aging2.0 is a global innovation platform on a mission to accelerate innovation to improve the lives of older adults around the world.,,;Travel and Tourism;Human Resources;Health;Software;Information Technology
484,9060154455,GCA,1652670,gerkencapital.com,California,Mill Valley,United States,Financial Services,Alternative Investments and Advisory,4153831464,
485,9060092689,eLab Ventures,1618156,elabvc.com,Michigan,Ann Arbor,United States,Venture Capital,eLab Ventures is an early stage technology venture capital fund.,(734) 926-5221,;Industrial Engineering and Automation;DeepTech;Biotechnology;Automotive;Information Technology;Pharmaceuticals;Supply Chain
486,9060082044,Goodworks Ventures,1600979,goodworksventures.com,Montana,Missoula,United States,Venture Capital,Goodworks Ventures operates as a venture capital investment company., +1 406 726 2030,;Enterprise Software;Arts and Entertainment;Consulting;Web Services
487,9060056448,Dolby Family Ventures,1697442,dolbyventures.com,California,San Francisco,United States,,.,(415) 449-1005,;Industrial Engineering and Automation;Location Based Services;Innovation Management;Biotechnology;Aerospace;IoT;Construction;Information Technology;Pharmaceuticals;Boating and Marine;Software Development;Automotive;Health;Arts and Entertainment;Raw Materials;Software;Energy;Hardware;Cybersecurity;Events;Extended Reality;Sustainablility;Life Sciences;DeepTech;Telecommunications;Manufacturing
488,9060046233,Haystack,1661227,haystack.vc,California,San Francisco,United States,,Early stage venture capital firm supporting outlier founders. Investors in @DoorDash @Instacart @HashiCorp @figmadesign @AppliedInt and many more.,,;Industrial Engineering and Automation;Education;Location Based Services;Productivity Tools;Web Services;Biotechnology;Aerospace;Information Technology;Pharmaceuticals;Boating and Marine;Software Development;Enterprise Software;Delivery Services;Real Estate;Alcohol;Human Resources;Arts and Entertainment;Consulting;Software;Social Media;Design;E-Commerce;Hardware;Cybersecurity;Events;3D Printing;Travel and Tourism;FinTech;DeepTech;Telecommunications;Sales;Manufacturing;AgTech;Restaurants;Consumer Durables
489,9060046149,HBC Investments,1616160,hbcinvestments.com,Texas,Dallas,United States,,"At HBC Investments, we act as a non-traditional private equity firm that marries the best of both worlds: investment experience and patient",214-451-4640,
490,9060028235,Luminari Capital,1614195,luminaricapital.com,California,Palo Alto,United States,Financial Services,Venture capital fund partnering with the next great entrepreneurs in the video ecosystem. Transformation in Video http://t.co/nXyQZKXFLi.,,;Marketing;Commerce;Arts and Entertainment;Software;News
491,9060028211,Switch Ventures,1693784,switch.vc,California,San Francisco,United States,,"Welcome to Switch Ventures, a new kind of venture capital. A community of   talented founders who switched from the common path.",,;Industrial Engineering and Automation;Transportation;InsurTech;Productivity Tools;Supply Chain;Biotechnology;Information Technology;News;Enterprise Software;Delivery Services;Marketing;Real Estate;Health;Arts and Entertainment;Consulting;Software;E-Commerce;Cybersecurity;Sustainablility;FinTech;DeepTech;Consumer Durables
492,9060020513,DominateFund,1608354,dominatefund.com,California,San Francisco,United States,,DominateFund is a strategic venture capital fund that coaches early-stage startups on how to capture attention and accelerate their growth.,,
493,9060012686,Montage Ventures,1657927,montageventures.com,California,Palo Alto,United States,Venture Capital & Private Equity,"We are Montage Ventures. A venture capital firm actively investing in financial services, e-Commerce, marketplaces and healthcare start-ups.",650.285.2382,;Transportation;Agriculture and Farming;HealthTech;User Support;InsurTech;Insurance;Women's Products;Innovation Management;Outdoor Activities;IoT;Construction;Information Technology;Real Estate;Health;Arts and Entertainment;Software;E-Commerce;FinTech;Home and Garden;DeepTech;Consumer Durables
494,9059996323,Houston Health Ventures,1702644,houstonhealthventures.com,Texas,Houston,United States,,"HHV is a seed-stage healthcare investment fund focused on Health IT, and we power the NextHIT Accelerator Program. We nurture tech talent for healthcare.",13109101323,;Health
495,9059184947,Red Sea Ventures,1601292,redseaventures.com,New York,New York,United States,Venture Capital,Red Sea Ventures is a venture capital firm that specializes in early stage investments based in New York.,,;Industrial Engineering and Automation;Employment;Productivity Tools;Insurance;Supply Chain;Web Services;Pet Care;Aerospace;Information Technology;Enterprise Software;Human Resources;Health;Arts and Entertainment;Multimedia and Graphics Software;Software;Social Media;E-Commerce;Hardware;Events;Extended Reality;Sustainablility;FinTech;Product Management;Restaurants;Consumer Durables
496,9060239641,Telegraph Hill Capital,1596119,thcap.com,California,San Francisco,United States,,Early stage investors in capital efficient technology companies.,,;Transportation;Legal;Productivity Tools;Supply Chain;Information Technology;Enterprise Software;Delivery Services;Marketing;Arts and Entertainment;Software;Energy;E-Commerce;Events;Sustainablility;FinTech;Product Management;DeepTech;Database Management;Consumer Durables;Accounting
497,9060228211,MkII Ventures,1587989,mkiiventures.com,California,San Francisco,United States,Venture Capital & Private Equity,organically creating great companies with great people.,,
498,9060209225,Mindfull Investors,283568520,mindfullinvestors.com,California,Mill Valley,United States,Venture Capital,Mindfull Investors is a venture capital fund investing in businesses focused on financial success and positively impacting our health.,4158472949,
499,9060201387,Quest Venture Partners,1518280,questvp.com,California,Menlo Park,United States,Venture Capital & Private Equity,Early stage venture capital firm actively investing in Silicon Valley.,,;Location Based Services;Productivity Tools;Sex Industry;Aerospace;Information Technology;Automotive;Delivery Services;Marketing;Arts and Entertainment;Multimedia and Graphics Software;Software;Social Media;E-Commerce;Hardware;FinTech;Product Management;DeepTech;Database Management;Telecommunications;Manufacturing
500,9060201333,Southern Cross Venture Partners,1520516,sxvp.com,California,Palo Alto,United States,Venture Capital & Private Equity,Southern Cross Venture Partners was launched in 2006 by veteran venture capitalists who have managed and operated companies themselves.,6505617150,;Energy;Manufacturing;Sustainablility
501,9060175952,Finaventures,1527330,finaventures.com,California,Redwood City,United States,Venture Capital & Private Equity,"Launched in 1999, Finaventures focuses on early to mid-stage and growth equity technology companies with a dynamic management team and a clear value proposition to its targeted market segment. Innovations in the web space with a clear paradigm shift ar...",3103995011,;Sustainablility;Energy
502,9060144714,Right Side Capital Management,1546102,rightsidecapital.com,California,San Francisco,United States,,Seed-Stage Capital,3103590779,;Streaming Platforms;Industrial Engineering and Automation;Transportation;Education;HealthTech;Location Based Services;Government and Military;InsurTech;Clothing and Apparel;Productivity Tools;Insurance;Women's Products;Web Services;Supply Chain;Pet Care;Biotechnology;IoT;Payment Card Industry (PCI);Construction;Information Technology;Pharmaceuticals;Outsourcing;Enterprise Software;Automotive;LegalTech;Delivery Services;Marketing;Real Estate;Family;Human Resources;Health;Arts and Entertainment;Physical Storage;Multimedia and Graphics Software;Consulting;Software;Social Media;Design;E-Commerce;Hardware;Cybersecurity;Mental Health;Extended Reality;Sustainablility;FinTech;DeepTech;Telecommunications;Database Management;Sales;Manufacturing;AgTech;Consumer Durables
503,9060133998,Morado Ventures,1565348,moradoventures.com,California,Palo Alto,United States,,We help early-stage tech founders build the next generation of data-fueled businesses.,,;Industrial Engineering and Automation;Enterprise Software;Real Estate;Transportation;Health;FinTech;Mental Health;DeepTech;Software;Supply Chain;Information Technology;Hardware;Productivity Tools;Insurance;Restaurants;Web Services;Accounting
504,9060133991,Silver Creek Ventures,1519685,silvercreekfund.com,Texas,Dallas,United States,Venture Capital & Private Equity,Silver Creek's investment strategy is to provide resources and guidance to outstanding management teams that are building market-leading,2142652021,;Arts and Entertainment;Education;User Support;Software;Sales
505,9060082095,RTP Ventures,1579383,rtp.vc,New York,New York,United States,Venture Capital & Private Equity,"RTP Ventures is the US-based arm of ru-Net Holdings, one of the largest internet and technology investors in Russia. ru-Net portfolio hits include Ozon and",,;Industrial Engineering and Automation;Enterprise Software;Sustainablility;Human Resources;DeepTech;User Support;Software;IoT;Automotive;Supply Chain;Information Technology;Hardware;Cybersecurity;Web Services
506,9060082015,Rothenberg Ventures,1597994,rothenbergventures.com,California,San Francisco,United States,Venture Capital & Private Equity,"Rothenberg Ventures is the leading Frontier Technology Venture Capital Firm, investing in #VR, #AR, #AI, #Drones, #Robotics, and #Space.    Investor in Robinhood, SpaceX, Luxe, Revel Systems, Gusto, and Jaunt.",,;Web Services;Arts and Entertainment;Telecommunications;Database Management;Recreation and Leisure;Events;Extended Reality
507,9060068689,Psilos Group,1525720,psilos.com,New York,New York,United States,Venture Capital & Private Equity,Psilos invests in innovative companies that leverage our modern digital infrastructure to reduce costs and improve outcomes in healthcare.,2122428844,
508,9060012844,Deep Fork Capital,1527048,deepforkcapital.com,California,San Francisco,United States,Venture Capital & Private Equity,"Venture capitalist, entrepreneur, insomniac, father and stubborn Philly sports fan",6509269850,
509,9060012843,DoubleRock,1592882,doublerock.com,California,Menlo Park,United States,Venture Capital & Private Equity,We are entrepreneurs ourselves and we understand the challenges and skill sets needed to scale good companies into great ones.     We formed DoubleRock after several years of doing our own angel investing with a shared belief that the strategy that has...,1 (254) 479-2929,
510,9060012700,Granite Hill Capital Partners,1518855,granitehill.net,California,San Francisco,United States,,Granite Hill Capital Partners is focused on venture capital investments in Silicon Valley technology startups and selected India-related opportunities in Financial Services. We are known for a founder-focused outlook both in terms of selecting investments and assisting startups strategically and practically. Granite Hill founders have over 25 years of combined venture capital investment experience.,6503482716,;DeepTech;Database Management;Cybersecurity;Enterprise Software
511,9059212620,G-51 Capital,1515345,g51.com,Texas,Austin,United States,Venture Capital,G-51 Capital connecting companies with corporate venture capital and family office investments.,512-929-5151,
512,9060193658,XYZ-Ventures,285250905,xyz-ventures.com,California,Oceanside,United States,,"XYZ-Ventures is an operational investment group that discovers, invests in, incubates, markets and provides advisory services to businesses in various technology fields. Our experienced team and industry partners focuses on capturing value from startups & innovation at its most formative stages.",,
513,9060076297,Z Nation Lab,122504520,znationlab.com,Maharashtra,Mumbai,India,,"Z Nation Lab is a Venture Capital firm based in Silicon Valley, investing in high growth startups. With a focus on startups operating in Asia and planning to set up base in USA.", +91 22 4445 1130,
514,9060076292,DivInc,117397017,divinc.org,Texas,Austin,United States,,"DivInc bridges the gap between underrepresented entrepreneurs and the   resources they need to build profitable, high-growth companies.",512-662-1767,;Real Estate;Family;Commerce;Travel and Tourism;Legal;Arts and Entertainment;Health;Education;DeepTech;Consulting;Software;Social Media;Information Technology;E-Commerce;News;Government and Military;Web Services
515,9060036666,Vermont Center for Emerging Technologies,1644630,vcet.co,Vermont,Burlington,United States,,"VCET serves entrepreneurs, innovation leaders & startup businesses from start to scale through business consulting, mentorship, coworking & seed investment.", +1 802-864-7423 ext. 330,
516,9060209291,Bluestein Ventures,116048404,bluesteinventures.com,Illinois,Chicago,United States,Venture Capital,"Bluestein is a family-backed VC that invests in the future of food. The firm focuses across high-growth CPG, food tech, commerce, & digital.",312-724-8788,;Transportation;Employment;User Support;Women's Products;Supply Chain;Waste Management;Biotechnology;Information Technology;Pharmaceuticals;Service Industry;Enterprise Software;Delivery Services;Alcohol;Health;Software;E-Commerce;Life Sciences;DeepTech;AgTech;Restaurants;Consumer Durables
517,9060144652,LivWell Ventures,154907235,livwell.vc,Texas,Austin,United States,,"We invest in passionate entrepreneurs who live their brands, fueling business with our unique advantage, experience and insight to help people Live Well.",,;Commerce;Consumer Durables;Health
518,9059194422,Kauffman Fellows,125885193,kauffmanfellows.org,Texas,Austin,United States,Venture Capital & Private Equity,what’s on right now                   	          	        		    	  	                      We Believe that the True Value of Capital Is to Fuel the World’s Most Ambitious Endeavors.            	Fostering innovative leaders through a 2-year venture capit...,,
519,9060239654,Arkley Brinc VC,285381536,arkleybrinc.vc,Masovian Voivodeship,Warsaw,Poland,,"We invest up to $1M in early-stage startups throughout Poland & Europe, focusing on Deep Tech sectors. We're excited about connectivity & sustainability.",,;Marketing;Health;Agriculture and Farming;Pet Care;Cybersecurity
520,9060209251,Kli Capital,284863551,stonemountainventures.com,Quebec,Montréal,Canada,Venture Capital,Kli Capital focuses on investing in entrepreneurs who are building foundational enterprise technologies and ubiquitous consumer brands.,,;Legal;InsurTech;Women's Products;Supply Chain;Pet Care;IoT;Information Technology;LegalTech;Delivery Services;Health;Arts and Entertainment;Multimedia and Graphics Software;Software;Social Media;E-Commerce;Cybersecurity;3D Printing;FinTech;DeepTech;Database Management
521,9060183481,Allegro Venture Partners,1600686,allegrovc.com,California,Menlo Park,United States,,"Allegro Venture Partners invests in seed and early stage technology   companies.",4152795122,
522,9060165160,GateCap Ventures,284312412,gatecapventures.com,Texas,Austin,United States,,"GateCap Ventures invests in early stage companies building the infrastructure for the digitization of traditional financial assets. GateCap draws on a 20+ year history of managing and advising multi-billion dollar private equity portfolios for large institutional investors. Since 1998, our team has managed and advised private equity portfolios totaling over $15 billion for large institutional investors such as the pension funds of the State of Florida and Lockheed Martin. From 2000-2004, GateCap’s Founder and Managing Partner served as Vice Chairman and was a founding Board Member of the Institutional Limited Partners Association (ILPA), an organization that represents institutional investors holding well over $1 trillion of private equity assets. Gateway’s team also has extensive experience managing large institutional private debt and private real estate portfolios. In addition, the GateCap team possesses unique expertise in blockchain and digital assets and is one of the early pioneers in the use of blockchain to digitize traditional financial assets. Blockchain enables the ""tokenization"" of regulatory compliant digital assets which represent the ownership of a security and provides a variety of benefits such as lower costs, increased efficiency, automated compliance and gradual increases in overall liquidity. Just as internet technology revolutionized our world by digitizing information and communication, we believe that blockchain technology will revolutionize our world by digitizaing assets and transactions. Blockchain enabled tokenization of assets will provide a superior platform that is faster, cheaper, easier, more liquid and more compliant than the existing infrastructure for the issuance, exchange and custody of private assets.",,;FinTech;Crypto
523,9060154244,Xplorer Capital,1592521,xplorer.vc,California,Menlo Park,United States,,Xplorer invests in talented entrepreneurs and disruptive technologies that transform industries on a global scale. We like to form long-term partnerships and we work hard to support our portfolio companies by leveraging our experience and connections.,,;Industrial Engineering and Automation;Transportation;Agriculture and Farming;Government and Military;Insurance;Web Services;Supply Chain;Aerospace;Enterprise Software;Marketing;Real Estate;Software;Energy;E-Commerce;Hardware;Sustainablility;FinTech;Home and Garden;DeepTech;AgTech;Accounting
524,9060144538,Theorem Ventures,1567282,theoremventures.com,California,San Francisco,United States,,"Value-added seed, angel & mid-stage investments with active advisement and at key inflection points: positioning, fundraising, connections, team building, sales, marketing, PR/social, growth, bus dev, sales, M&A/IPO.    20 investments, 7 exits to date....",4155054301,
525,9060134161,Yeoman's Capital,283569058,yeomans.capital,Texas,Austin,United States,Venture Capital,Yeoman’s Capital is one of the most active early-stage investors in the space of blockchain.,,;Software;FinTech
526,9060076118,Harvest Growth Capital,1592554,harvestgrowthcapital.com,California,San Francisco,United States,,"We partner with innovative, growth-stage technology companies with transformative potential and help them accelerate their market leadership.",5124669118,
527,9060068750,VoiVoda Ventures,1604660,voivoda.com,California,San Francisco,United States,Venture Capital & Private Equity,"Assistance with angel investments for technology startup companies by startup incubator VoiVoda. We offer to the passionate entrepreneur help with angel investments, access to angel networks, advice from industry experts and experienced mentors.",8183884374,;Marketing;Telecommunications;Database Management
528,9060068709,Atlas Peak Capital,1595328,atlaspeakcap.com,California,San Francisco,United States,Venture Capital,"Based in San Francisco, Atlas Peak Capital is a direct-secondary fund dedicated to investing in emerging, high-growth private companies.",(415) 967-0485,
529,9060068691,TEXO Ventures,1563172,texoventures.com,Texas,Austin,United States,Venture Capital & Private Equity,"TEXO Ventures is an early-stage healthcare venture capital firm in Austin, TX dedicated to investing in and building innovative healthcare companies.",5124235525,
530,9060012676,Argonaut Ventures,1525722,argonautventures.com,California,Sausalito,United States,Information Technology and Services,Domain Names for New Ventures,4153320707,
531,9059996451,XG Ventures,283574040,xg-ventures.com,California,Menlo Park,United States,,You can also follow us on Twitter: @xgventures,,;Industrial Engineering and Automation;Employment;Education;Clothing and Apparel;Web Services;Information Technology;Human Resources;Arts and Entertainment;Multimedia and Graphics Software;Software;Social Media;E-Commerce;Hardware;Extended Reality;Travel and Tourism;FinTech;Telecommunications;DeepTech;Consumer Durables
